C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_00_969.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_00_969.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_00_969.jpg, 0, 0, 0, 7.776525E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_074.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_074.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_074.jpg, 0, 0, 0, 7.753283E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_177.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_177.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_177.jpg, 0, 0, 0, 7.783269E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_281.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_281.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_281.jpg, 0, 0, 0, 7.772833E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_381.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_381.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_381.jpg, 0, 0, 0, 7.844919E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_485.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_485.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_485.jpg, 0, 0, 0, 7.763437E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_586.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_586.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_586.jpg, 0, 0, 0, 7.769158E-05
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_690.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_690.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_690.jpg, 0, 0.2254347, 0, 0.1417716
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_794.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_794.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_794.jpg, -0.0324795, 0.539088, 0, 0.6242982
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_01_901.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_01_901.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_01_901.jpg, -0.3316545, 0.838263, 0, 1.450144
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_008.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_008.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_008.jpg, -0.04983538, 1, 0, 2.870178
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_110.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_110.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_110.jpg, 0, 1, 0, 4.041624
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_214.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_214.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_214.jpg, 0, 1, 0, 5.207085
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_316.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_316.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_316.jpg, -0.241623, 1, 0, 6.34851
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_421.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_421.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_421.jpg, 0, 1, 0, 7.489553
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_520.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_520.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_520.jpg, 0, 1, 0, 8.620729
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_620.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_620.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_620.jpg, -0.2128002, 1, 0, 9.730392
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_725.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_725.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_725.jpg, -0.0350214, 1, 0, 11.04275
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_830.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_830.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_830.jpg, 0, 1, 0, 11.88896
C:\Users\Luis1\Documents\driving data\IMG\center_2019_11_25_21_05_02_931.jpg, C:\Users\Luis1\Documents\driving data\IMG\left_2019_11_25_21_05_02_931.jpg, C:\Users\Luis1\Documents\driving data\IMG\right_2019_11_25_21_05_02_931.jpg, -0.0451914, 1, 0, 13.09182
