C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_204.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_204.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_204.jpg, 0, 0, 0, 8.10589E-05
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_308.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_308.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_308.jpg, 0, 0, 0, 8.181095E-05
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_410.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_410.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_410.jpg, 0, 0, 0, 8.199417E-05
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_518.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_518.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_518.jpg, 0, 0, 0, 8.131054E-05
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_622.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_622.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_622.jpg, 0, 0, 0, 8.110606E-05
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_728.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_728.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_728.jpg, 0, 0.1761015, 0, 0.114345
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_832.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_832.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_832.jpg, 0, 0.4870479, 0, 0.4803007
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_56_933.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_56_933.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_56_933.jpg, 0, 0.7892694, 0, 1.27194
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_034.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_034.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_034.jpg, 0, 1, 0, 2.432574
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_137.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_137.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_137.jpg, 0.1228398, 1, 0, 3.838777
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_238.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_238.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_238.jpg, 0.1704948, 1, 0, 4.995944
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_340.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_340.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_340.jpg, 0, 1, 0, 6.149284
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_453.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_453.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_453.jpg, 0, 1, 0, 7.294017
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_559.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_559.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_559.jpg, 0, 1, 0, 8.653259
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_666.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_666.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_666.jpg, 0.2959173, 1, 0, 9.749647
C:\Users\Luis1\Documents\sd_data_derecha\IMG\center_2019_11_25_15_02_57_771.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\left_2019_11_25_15_02_57_771.jpg, C:\Users\Luis1\Documents\sd_data_derecha\IMG\right_2019_11_25_15_02_57_771.jpg, 0.04325128, 1, 0, 10.85363
